AAPL_returns_1d,AAPL_returns_2d,AAPL_returns_5d,AAPL_returns_10d,AAPL_returns_20d,AAPL_log_return,AAPL_volatility_5d,AAPL_volatility_20d,AAPL_price_sma20_ratio,AAPL_price_sma50_ratio,AAPL_volume_ratio,AAPL_volume_change,AAPL_high_low_ratio,AAPL_close_open_ratio,GOOGL_returns_1d,GOOGL_returns_2d,GOOGL_returns_5d,GOOGL_returns_10d,GOOGL_returns_20d,GOOGL_log_return,GOOGL_volatility_5d,GOOGL_volatility_20d,GOOGL_price_sma20_ratio,GOOGL_price_sma50_ratio,GOOGL_volume_ratio,GOOGL_volume_change,GOOGL_high_low_ratio,GOOGL_close_open_ratio,AAPL_rsi,AAPL_macd_hist,AAPL_bb_position,AAPL_bb_width,AAPL_stoch_k,AAPL_atr_ratio,AAPL_mfi,AAPL_williams_r,GOOGL_rsi,GOOGL_macd_hist,GOOGL_bb_position,GOOGL_bb_width,GOOGL_stoch_k,GOOGL_atr_ratio,GOOGL_mfi,GOOGL_williams_r,AAPL_momentum_ratio,AAPL_vol_regime,AAPL_rsi_stoch_avg,GOOGL_momentum_ratio,GOOGL_vol_regime,GOOGL_rsi_stoch_avg,Date,Stock,Target_return_1d,Target_return_5d,Target_return_20d
-0.009722469096328568,-0.0018313442584327877,0.03089704525877246,0.04957524214405695,0.0304977928578416,-0.009770040893671433,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,0.08002928836938783,0.01801233078798359,0.013873940064232738,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8524944213526005,0.026274905228439976,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-02,AAPL,-0.009722469096328568,0.03089704525877246,0.0304977928578416
-0.009722469096328568,-0.0018313442584327877,0.03089704525877246,0.04957524214405695,0.0304977928578416,-0.009770040893671433,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,0.08002928836938783,0.01371746855641795,0.0009422809525428417,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8524944213526005,0.026274905228439976,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-03,AAPL,0.007968599298314727,0.04337139076682495,0.03775693069101882
0.007968599298314727,-0.0018313442584327877,0.03089704525877246,0.04957524214405695,0.0304977928578416,0.007937017674192004,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,-0.19091761502650306,0.024049338721311302,0.02045671763247846,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8524944213526005,0.026274905228439976,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-06,AAPL,-0.004703194547560852,0.05723798828242299,0.06354238691522496
-0.004703194547560852,0.0032279268779822345,0.03089704525877246,0.04957524214405695,0.0304977928578416,-0.004714289368105245,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,-0.08037355389771872,0.011461452268051394,-0.004835851477996681,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8524944213526005,0.026274905228439976,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-07,AAPL,0.01608632817202027,0.04789045793530056,0.07728174963419954
0.01608632817202027,0.011307476493510604,0.03089704525877246,0.04957524214405695,0.0304977928578416,0.0159583142199052,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,0.21316040855316332,0.02401134180109961,0.020292094174804744,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8524944213526005,0.026274905228439976,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-08,AAPL,0.021240780314388807,0.026880899218247656,0.07262752313842835
0.021240780314388807,0.03766879464917605,0.03089704525877246,0.04957524214405695,0.0304977928578416,0.02101833930739663,0.013223972516125965,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,0.2879272436538076,0.013661403617362454,0.007778982959263616,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.8973988498387263,0.05867008226879007,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-09,AAPL,0.0022603609313318618,0.018118392104417902,0.03604161063801037
0.0022603609313318618,0.023549153075694385,0.04337139076682495,0.04957524214405695,0.0304977928578416,0.0022578101586167537,0.010409067955286505,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,-0.17320485055411727,0.014242946601955717,-0.0008693481195876324,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.6156873470598185,0.06471749728090333,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-10,AAPL,0.0213646872095985,0.027068146613384636,0.03861462605638799
0.0213646872095985,0.023673340045209157,0.05723798828242299,0.04957524214405695,0.0304977928578416,0.02113966170404318,0.011840932031175434,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,-0.1358941105536785,0.01867747850622149,0.017070904109159825,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.7259155039465042,0.08291394540717259,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-13,AAPL,-0.013503074230729717,-0.0012302703515111313,0.010753802710441906
-0.013503074230729717,0.007573124021561295,0.04789045793530056,0.04957524214405695,0.0304977928578416,-0.013595069825113078,0.015029551915729878,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,0.3326070499950631,0.017270033334315947,-0.01269346187654096,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,0.23644070663074776,0.057799368320948945,0.7582758211994352,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-14,AAPL,-0.004285577318355438,0.016054623910508825,0.04892058391508747
-0.004285577318355438,-0.017730783080433854,0.026880899218247656,0.04957524214405695,0.0304977928578416,-0.00429478672600188,0.01554665819603928,0.0176791081007797,0.03792335573533498,-0.08992466806785598,0.9268980123461394,-0.2471732784042916,0.019110979241400854,-0.0016354329185284773,-0.005231166576750934,0.02128343132018573,0.0373426558354657,0.05953198003937432,0.04683353954463776,-0.005244897033765628,0.012520122316369791,0.011615521207838804,0.012477232259079039,-0.14122008826418164,0.8609465012734767,-0.14187257130288145,0.016212658926678454,0.015032465989358403,0.43804989313639536,-0.0021613118766779663,-0.16324034340449323,0.03327821035269015,0.47130156625655784,0.01570520156713658,0.14645956625331763,-0.1681338264182963,0.7503443286634485,0.0016121434730743253,0.563353152703421,0.049725835023016356,0.772609576281956,0.013380380642807792,0.6703907848511185,-0.21688674363138408,-0.9035212025628387,1.764414159982513,0.5276056721824726,-0.4852339588497373,1.2522964112439692,0.6659717634921972,2020-01-15,AAPL,0.012526401062373793,0.025341975943985018,0.04593348555713761
